LEA.TYPE,COUNTY,REGION,TOTAL.HOMELESS,YEAR
SCHOOL DISTRICT,SUFFOLK,Long Island,0,2009
SCHOOL DISTRICT,SUFFOLK,Long Island,6,2009
SCHOOL DISTRICT,SUFFOLK,Long Island,0,2009
SCHOOL DISTRICT,SUFFOLK,Long Island,12,2009
SCHOOL DISTRICT,SUFFOLK,Long Island,0,2009
SCHOOL DISTRICT,SUFFOLK,Long Island,0,2009
SCHOOL DISTRICT,SUFFOLK,Long Island,9,2009
SCHOOL DISTRICT,SUFFOLK,Long Island,0,2009
SCHOOL DISTRICT,SUFFOLK,Long Island,0,2009
SCHOOL DISTRICT,SUFFOLK,Long Island,0,2009
SCHOOL DISTRICT,SUFFOLK,Long Island,0,2009
SCHOOL DISTRICT,SUFFOLK,Long Island,0,2009
SCHOOL DISTRICT,SULLIVAN,Hudson Valley,84,2009
SCHOOL DISTRICT,SULLIVAN,Hudson Valley,6,2009
SCHOOL DISTRICT,SULLIVAN,Hudson Valley,73,2009
SCHOOL DISTRICT,SULLIVAN,Hudson Valley,43,2009
SCHOOL DISTRICT,SULLIVAN,Hudson Valley,13,2009
SCHOOL DISTRICT,SULLIVAN,Hudson Valley,187,2009
SCHOOL DISTRICT,TIOGA,Southern Tier,0,2009
SCHOOL DISTRICT,TIOGA,Southern Tier,0,2009
SCHOOL DISTRICT,TIOGA,Southern Tier,10,2009
SCHOOL DISTRICT,TIOGA,Southern Tier,57,2009
SCHOOL DISTRICT,TOMPKINS,Southern Tier,51,2009
SCHOOL DISTRICT,TOMPKINS,Southern Tier,32,2009
SCHOOL DISTRICT,TOMPKINS,Southern Tier,34,2009
CHARTER SCHOOL,TOMPKINS,Southern Tier,0,2009
SCHOOL DISTRICT,TOMPKINS,Southern Tier,0,2009
SCHOOL DISTRICT,TOMPKINS,Southern Tier,0,2009
SCHOOL DISTRICT,ULSTER,Hudson Valley,0,2009
SCHOOL DISTRICT,ULSTER,Hudson Valley,263,2009
SCHOOL DISTRICT,ULSTER,Hudson Valley,40,2009
SCHOOL DISTRICT,ULSTER,Hudson Valley,25,2009
SCHOOL DISTRICT,ULSTER,Hudson Valley,5,2009
SCHOOL DISTRICT,ULSTER,Hudson Valley,17,2009
SCHOOL DISTRICT,ULSTER,Hudson Valley,27,2009
SCHOOL DISTRICT,ULSTER,Hudson Valley,27,2009
SCHOOL DISTRICT,ULSTER,Hudson Valley,31,2009
SCHOOL DISTRICT,ULSTER,Hudson Valley,55,2009
SCHOOL DISTRICT,WARREN,Capital,0,2009
SCHOOL DISTRICT,WARREN,Capital,34,2009
SCHOOL DISTRICT,WARREN,Capital,21,2009
SCHOOL DISTRICT,WARREN,Capital,0,2009
SCHOOL DISTRICT,WASHINGTON,Capital,15,2009
SCHOOL DISTRICT,WASHINGTON,Capital,6,2009
SCHOOL DISTRICT,WASHINGTON,Capital,10,2009
SCHOOL DISTRICT,WASHINGTON,Capital,0,2009
SCHOOL DISTRICT,WASHINGTON,Capital,50,2009
SCHOOL DISTRICT,WASHINGTON,Capital,0,2009
SCHOOL DISTRICT,WASHINGTON,Capital,24,2009
SCHOOL DISTRICT,WASHINGTON,Capital,0,2009
SCHOOL DISTRICT,WAYNE,Finger Lakes,44,2009
SCHOOL DISTRICT,WAYNE,Finger Lakes,11,2009
SCHOOL DISTRICT,WAYNE,Finger Lakes,20,2009
SCHOOL DISTRICT,WAYNE,Finger Lakes,7,2009
SCHOOL DISTRICT,WAYNE,Finger Lakes,0,2009
SCHOOL DISTRICT,WAYNE,Finger Lakes,34,2009
SCHOOL DISTRICT,WAYNE,Finger Lakes,29,2009
SCHOOL DISTRICT,WAYNE,Finger Lakes,0,2009
SCHOOL DISTRICT,WESTCHESTER,Hudson Valley,0,2009
SCHOOL DISTRICT,WESTCHESTER,Hudson Valley,20,2009
SCHOOL DISTRICT,WESTCHESTER,Hudson Valley,0,2009
SCHOOL DISTRICT,WESTCHESTER,Hudson Valley,5,2009
SCHOOL DISTRICT,WESTCHESTER,Hudson Valley,5,2009
SCHOOL DISTRICT,WESTCHESTER,Hudson Valley,0,2009
SCHOOL DISTRICT,WESTCHESTER,Hudson Valley,114,2009
SCHOOL DISTRICT,WESTCHESTER,Hudson Valley,7,2009
SCHOOL DISTRICT,WESTCHESTER,Hudson Valley,0,2009
SCHOOL DISTRICT,WESTCHESTER,Hudson Valley,0,2009
SCHOOL DISTRICT,WESTCHESTER,Hudson Valley,60,2009
SCHOOL DISTRICT,WESTCHESTER,Hudson Valley,16,2009
SCHOOL DISTRICT,WESTCHESTER,Hudson Valley,0,2009
SCHOOL DISTRICT,WESTCHESTER,Hudson Valley,0,2009
SCHOOL DISTRICT,WESTCHESTER,Hudson Valley,0,2009
SCHOOL DISTRICT,WESTCHESTER,Hudson Valley,0,2009
SCHOOL DISTRICT,WESTCHESTER,Hudson Valley,168,2009
SCHOOL DISTRICT,WESTCHESTER,Hudson Valley,0,2009
SCHOOL DISTRICT,WESTCHESTER,Hudson Valley,0,2009
SCHOOL DISTRICT,WESTCHESTER,Hudson Valley,0,2009
SCHOOL DISTRICT,WESTCHESTER,Hudson Valley,6,2009
SCHOOL DISTRICT,WESTCHESTER,Hudson Valley,0,2009
SCHOOL DISTRICT,WESTCHESTER,Hudson Valley,291,2009
SCHOOL DISTRICT,WESTCHESTER,Hudson Valley,17,2009
SCHOOL DISTRICT,WESTCHESTER,Hudson Valley,124,2009
SCHOOL DISTRICT,WESTCHESTER,Hudson Valley,0,2009
SCHOOL DISTRICT,WESTCHESTER,Hudson Valley,114,2009
SCHOOL DISTRICT,WESTCHESTER,Hudson Valley,137,2009
SCHOOL DISTRICT,WESTCHESTER,Hudson Valley,181,2009
SCHOOL DISTRICT,WESTCHESTER,Hudson Valley,0,2009
SCHOOL DISTRICT,WESTCHESTER,Hudson Valley,8,2009
SCHOOL DISTRICT,WESTCHESTER,Hudson Valley,0,2009
SCHOOL DISTRICT,WESTCHESTER,Hudson Valley,216,2009
SCHOOL DISTRICT,WESTCHESTER,Hudson Valley,287,2009
CHARTER SCHOOL,WESTCHESTER,Hudson Valley,0,2009
SCHOOL DISTRICT,WESTCHESTER,Hudson Valley,42,2009
SCHOOL DISTRICT,WYOMING,Finger Lakes,5,2009
SCHOOL DISTRICT,WYOMING,Finger Lakes,34,2009
SCHOOL DISTRICT,WYOMING,Finger Lakes,14,2009
SCHOOL DISTRICT,YATES,Finger Lakes,34,2009
SCHOOL DISTRICT,YATES,Finger Lakes,5,2009
NYC DISTRICT,NEW YORK,New York City,1150,2009
NYC DISTRICT,NEW YORK,New York City,2588,2009
NYC DISTRICT,NEW YORK,New York City,1552,2009
NYC DISTRICT,NEW YORK,New York City,1601,2009
NYC DISTRICT,NEW YORK,New York City,1962,2009
NYC DISTRICT,NEW YORK,New York City,2968,2009
NYC DISTRICT,BRONX,New York City,2279,2009
NYC DISTRICT,BRONX,New York City,3520,2009
NYC DISTRICT,BRONX,New York City,5474,2009
NYC DISTRICT,BRONX,New York City,5275,2009
NYC DISTRICT,BRONX,New York City,2870,2009
NYC DISTRICT,BRONX,New York City,3247,2009
NYC DISTRICT,KINGS,New York City,1497,2009
NYC DISTRICT,KINGS,New York City,1218,2009
NYC DISTRICT,KINGS,New York City,1040,2009
NYC DISTRICT,KINGS,New York City,1629,2009
NYC DISTRICT,KINGS,New York City,2845,2009
NYC DISTRICT,KINGS,New York City,1168,2009
NYC DISTRICT,KINGS,New York City,3155,2009
NYC DISTRICT,KINGS,New York City,1313,2009
NYC DISTRICT,KINGS,New York City,1168,2009
NYC DISTRICT,KINGS,New York City,1628,2009
NYC DISTRICT,KINGS,New York City,1966,2009
NYC DISTRICT,QUEENS,New York City,1630,2009
NYC DISTRICT,QUEENS,New York City,602,2009
NYC DISTRICT,QUEENS,New York City,269,2009
NYC DISTRICT,QUEENS,New York City,2187,2009
NYC DISTRICT,QUEENS,New York City,1523,2009
NYC DISTRICT,QUEENS,New York City,1803,2009
NYC DISTRICT,QUEENS,New York City,1386,2009
NYC DISTRICT,RICHMOND,New York City,1830,2009
NYC DISTRICT,KINGS,New York City,1578,2009
CHARTER SCHOOL,BRONX,New York City,7,2009
CHARTER SCHOOL,KINGS,New York City,20,2009
CHARTER SCHOOL,KINGS,New York City,10,2009
CHARTER SCHOOL,KINGS,New York City,18,2009
CHARTER SCHOOL,KINGS,New York City,8,2009
CHARTER SCHOOL,NEW YORK,New York City,19,2009
CHARTER SCHOOL,KINGS,New York City,8,2009
CHARTER SCHOOL,KINGS,New York City,18,2009
CHARTER SCHOOL,BRONX,New York City,7,2009
CHARTER SCHOOL,BRONX,New York City,11,2009
CHARTER SCHOOL,BRONX,New York City,12,2009
CHARTER SCHOOL,BRONX,New York City,5,2009
CHARTER SCHOOL,BRONX,New York City,14,2009
CHARTER SCHOOL,BRONX,New York City,9,2009
CHARTER SCHOOL,BRONX,New York City,9,2009
CHARTER SCHOOL,KINGS,New York City,6,2009
CHARTER SCHOOL,KINGS,New York City,6,2009
CHARTER SCHOOL,KINGS,New York City,10,2009
CHARTER SCHOOL,KINGS,New York City,5,2009
CHARTER SCHOOL,BRONX,New York City,5,2009
CHARTER SCHOOL,KINGS,New York City,11,2009
CHARTER SCHOOL,KINGS,New York City,7,2009
CHARTER SCHOOL,KINGS,New York City,0,2009
CHARTER SCHOOL,KINGS,New York City,0,2009
CHARTER SCHOOL,NEW YORK,New York City,26,2009
CHARTER SCHOOL,NEW YORK,New York City,9,2009
CHARTER SCHOOL,KINGS,New York City,0,2009
CHARTER SCHOOL,BRONX,New York City,0,2009
CHARTER SCHOOL,KINGS,New York City,5,2009
CHARTER SCHOOL,KINGS,New York City,6,2009
CHARTER SCHOOL,BRONX,New York City,16,2009
CHARTER SCHOOL,NEW YORK,New York City,15,2009
CHARTER SCHOOL,BRONX,New York City,15,2009
CHARTER SCHOOL,NEW YORK,New York City,22,2009
CHARTER SCHOOL,BRONX,New York City,12,2009
CHARTER SCHOOL,BRONX,New York City,12,2009
CHARTER SCHOOL,NEW YORK,New York City,6,2009
CHARTER SCHOOL,NEW YORK,New York City,50,2009
CHARTER SCHOOL,NEW YORK,New York City,18,2009
CHARTER SCHOOL,NEW YORK,New York City,7,2009
CHARTER SCHOOL,NEW YORK,New York City,19,2009
CHARTER SCHOOL,NEW YORK,New York City,25,2009
CHARTER SCHOOL,NEW YORK,New York City,27,2009
CHARTER SCHOOL,NEW YORK,New York City,13,2009
CHARTER SCHOOL,NEW YORK,New York City,17,2009
CHARTER SCHOOL,NEW YORK,New York City,9,2009
CHARTER SCHOOL,NEW YORK,New York City,14,2009
CHARTER SCHOOL,BRONX,New York City,8,2009
CHARTER SCHOOL,KINGS,New York City,7,2009
CHARTER SCHOOL,BRONX,New York City,44,2009
CHARTER SCHOOL,BRONX,New York City,14,2009
CHARTER SCHOOL,BRONX,New York City,8,2009
CHARTER SCHOOL,BRONX,New York City,6,2009
CHARTER SCHOOL,NEW YORK,New York City,29,2009
CHARTER SCHOOL,BRONX,New York City,9,2009
CHARTER SCHOOL,KINGS,New York City,5,2009
CHARTER SCHOOL,NEW YORK,New York City,6,2009
CHARTER SCHOOL,KINGS,New York City,10,2009
CHARTER SCHOOL,KINGS,New York City,5,2009
CHARTER SCHOOL,KINGS,New York City,11,2009
CHARTER SCHOOL,KINGS,New York City,0,2009
CHARTER SCHOOL,NEW YORK,New York City,12,2009
CHARTER SCHOOL,QUEENS,New York City,7,2009
CHARTER SCHOOL,BRONX,New York City,16,2009
CHARTER SCHOOL,NEW YORK,New York City,16,2009
CHARTER SCHOOL,BRONX,New York City,8,2009
CHARTER SCHOOL,NEW YORK,New York City,21,2009
CHARTER SCHOOL,QUEENS,New York City,6,2009
CHARTER SCHOOL,QUEENS,New York City,7,2009
CHARTER SCHOOL,QUEENS,New York City,12,2009
CHARTER SCHOOL,NEW YORK,New York City,32,2009
CHARTER SCHOOL,NEW YORK,New York City,6,2009
CHARTER SCHOOL,BRONX,New York City,19,2009
CHARTER SCHOOL,BRONX,New York City,7,2009
CHARTER SCHOOL,NEW YORK,New York City,10,2009
CHARTER SCHOOL,NEW YORK,New York City,5,2009
CHARTER SCHOOL,NEW YORK,New York City,8,2009
CHARTER SCHOOL,KINGS,New York City,8,2009
CHARTER SCHOOL,KINGS,New York City,16,2009
CHARTER SCHOOL,KINGS,New York City,10,2009
CHARTER SCHOOL,KINGS,New York City,7,2009
SCHOOL DISTRICT,ALBANY,Capital,676,2011
CHARTER SCHOOL,ALBANY,Capital,0,2011
CHARTER SCHOOL,ALBANY,Capital,0,2011
CHARTER SCHOOL,ALBANY,Capital,0,2011
CHARTER SCHOOL,ALBANY,Capital,0,2011
CHARTER SCHOOL,ALBANY,Capital,0,2011
CHARTER SCHOOL,ALBANY,Capital,0,2011
CHARTER SCHOOL,ALBANY,Capital,0,2011
CHARTER SCHOOL,ALBANY,Capital,0,2011
CHARTER SCHOOL,ALBANY,Capital,0,2011
SCHOOL DISTRICT,ALBANY,Capital,8,2011
SCHOOL DISTRICT,ALBANY,Capital,10,2011
SCHOOL DISTRICT,ALBANY,Capital,8,2011
SCHOOL DISTRICT,ALBANY,Capital,65,2011
SCHOOL DISTRICT,ALBANY,Capital,51,2011
SCHOOL DISTRICT,ALBANY,Capital,5,2011
SCHOOL DISTRICT,ALBANY,Capital,40,2011
SCHOOL DISTRICT,ALBANY,Capital,17,2011
SCHOOL DISTRICT,ALBANY,Capital,13,2011
SCHOOL DISTRICT,ALBANY,Capital,35,2011
SCHOOL DISTRICT,ALLEGANY,Western,0,2011
SCHOOL DISTRICT,ALLEGANY,Western,5,2011
SCHOOL DISTRICT,ALLEGANY,Western,5,2011
SCHOOL DISTRICT,ALLEGANY,Western,17,2011
SCHOOL DISTRICT,ALLEGANY,Western,20,2011
SCHOOL DISTRICT,ALLEGANY,Western,0,2011
SCHOOL DISTRICT,ALLEGANY,Western,22,2011
SCHOOL DISTRICT,BROOME,Southern Tier,23,2011
SCHOOL DISTRICT,BROOME,Southern Tier,278,2011
SCHOOL DISTRICT,BROOME,Southern Tier,10,2011
SCHOOL DISTRICT,BROOME,Southern Tier,146,2011
SCHOOL DISTRICT,BROOME,Southern Tier,45,2011
SCHOOL DISTRICT,BROOME,Southern Tier,59,2011
SCHOOL DISTRICT,BROOME,Southern Tier,12,2011
SCHOOL DISTRICT,BROOME,Southern Tier,57,2011
SCHOOL DISTRICT,BROOME,Southern Tier,147,2011
SCHOOL DISTRICT,BROOME,Southern Tier,169,2011
SCHOOL DISTRICT,BROOME,Southern Tier,225,2011
SCHOOL DISTRICT,BROOME,Southern Tier,24,2011
SCHOOL DISTRICT,CATTARAUGUS,Western,0,2011
SCHOOL DISTRICT,CATTARAUGUS,Western,9,2011
SCHOOL DISTRICT,CATTARAUGUS,Western,0,2011
SCHOOL DISTRICT,CATTARAUGUS,Western,33,2011
SCHOOL DISTRICT,CATTARAUGUS,Western,12,2011
SCHOOL DISTRICT,CATTARAUGUS,Western,5,2011
SCHOOL DISTRICT,CATTARAUGUS,Western,7,2011
SCHOOL DISTRICT,CATTARAUGUS,Western,0,2011
SCHOOL DISTRICT,CATTARAUGUS,Western,7,2011
SCHOOL DISTRICT,CATTARAUGUS,Western,24,2011
SCHOOL DISTRICT,CAYUGA,Central,107,2011
SCHOOL DISTRICT,CAYUGA,Central,27,2011
SCHOOL DISTRICT,CAYUGA,Central,17,2011
SCHOOL DISTRICT,CAYUGA,Central,15,2011
SCHOOL DISTRICT,CAYUGA,Central,18,2011
SCHOOL DISTRICT,CHAUTAUQUA,Western,6,2011
SCHOOL DISTRICT,CHAUTAUQUA,Western,16,2011
SCHOOL DISTRICT,CHAUTAUQUA,Western,15,2011
SCHOOL DISTRICT,CHAUTAUQUA,Western,11,2011
SCHOOL DISTRICT,CHAUTAUQUA,Western,0,2011
SCHOOL DISTRICT,CHAUTAUQUA,Western,127,2011
SCHOOL DISTRICT,CHAUTAUQUA,Western,0,2011
SCHOOL DISTRICT,CHAUTAUQUA,Western,31,2011
SCHOOL DISTRICT,CHAUTAUQUA,Western,6,2011
SCHOOL DISTRICT,CHAUTAUQUA,Western,7,2011
SCHOOL DISTRICT,CHAUTAUQUA,Western,48,2011
SCHOOL DISTRICT,CHAUTAUQUA,Western,23,2011
SCHOOL DISTRICT,CHAUTAUQUA,Western,0,2011
SCHOOL DISTRICT,CHAUTAUQUA,Western,16,2011
SCHOOL DISTRICT,CHAUTAUQUA,Western,0,2011
SCHOOL DISTRICT,CHAUTAUQUA,Western,12,2011
SCHOOL DISTRICT,CHEMUNG,Southern Tier,69,2011
SCHOOL DISTRICT,CHENANGO,Southern Tier,27,2011
SCHOOL DISTRICT,CHENANGO,Southern Tier,8,2011
SCHOOL DISTRICT,CHENANGO,Southern Tier,10,2011
SCHOOL DISTRICT,CHENANGO,Southern Tier,11,2011
SCHOOL DISTRICT,CHENANGO,Southern Tier,31,2011
SCHOOL DISTRICT,CLINTON,North Country,0,2011
SCHOOL DISTRICT,CLINTON,North Country,38,2011
SCHOOL DISTRICT,CLINTON,North Country,9,2011
SCHOOL DISTRICT,CLINTON,North Country,29,2011
SCHOOL DISTRICT,CLINTON,North Country,30,2011
SCHOOL DISTRICT,CLINTON,North Country,6,2011
SCHOOL DISTRICT,COLUMBIA,Capital,0,2011
SCHOOL DISTRICT,COLUMBIA,Capital,29,2011
SCHOOL DISTRICT,COLUMBIA,Capital,7,2011
SCHOOL DISTRICT,COLUMBIA,Capital,197,2011
SCHOOL DISTRICT,COLUMBIA,Capital,0,2011
SCHOOL DISTRICT,CORTLAND,Central,15,2011
SCHOOL DISTRICT,CORTLAND,Central,15,2011
SCHOOL DISTRICT,CORTLAND,Central,12,2011
SCHOOL DISTRICT,DELAWARE,Southern Tier,0,2011
SCHOOL DISTRICT,DELAWARE,Southern Tier,0,2011
SCHOOL DISTRICT,DELAWARE,Southern Tier,12,2011
SCHOOL DISTRICT,DELAWARE,Southern Tier,7,2011
SCHOOL DISTRICT,DELAWARE,Southern Tier,22,2011
SCHOOL DISTRICT,DELAWARE,Southern Tier,0,2011
SCHOOL DISTRICT,DELAWARE,Southern Tier,139,2011
SCHOOL DISTRICT,DELAWARE,Southern Tier,13,2011
SCHOOL DISTRICT,DELAWARE,Southern Tier,0,2011
SCHOOL DISTRICT,DELAWARE,Southern Tier,0,2011
SCHOOL DISTRICT,DUTCHESS,Hudson Valley,79,2011
SCHOOL DISTRICT,DUTCHESS,Hudson Valley,81,2011
SCHOOL DISTRICT,DUTCHESS,Hudson Valley,0,2011
SCHOOL DISTRICT,DUTCHESS,Hudson Valley,6,2011
SCHOOL DISTRICT,DUTCHESS,Hudson Valley,114,2011
SCHOOL DISTRICT,DUTCHESS,Hudson Valley,108,2011
SCHOOL DISTRICT,DUTCHESS,Hudson Valley,5,2011
SCHOOL DISTRICT,DUTCHESS,Hudson Valley,7,2011
SCHOOL DISTRICT,DUTCHESS,Hudson Valley,105,2011
SCHOOL DISTRICT,DUTCHESS,Hudson Valley,0,2011
SCHOOL DISTRICT,ERIE,Western,0,2011
SCHOOL DISTRICT,ERIE,Western,13,2011
SCHOOL DISTRICT,ERIE,Western,7,2011
SCHOOL DISTRICT,ERIE,Western,7,2011
SCHOOL DISTRICT,ERIE,Western,0,2011
SCHOOL DISTRICT,ERIE,Western,1033,2011
CHARTER SCHOOL,ERIE,Western,5,2011
CHARTER SCHOOL,ERIE,Western,0,2011
CHARTER SCHOOL,ERIE,Western,0,2011
CHARTER SCHOOL,ERIE,Western,0,2011
CHARTER SCHOOL,ERIE,Western,31,2011
CHARTER SCHOOL,ERIE,Western,33,2011
CHARTER SCHOOL,ERIE,Western,0,2011
CHARTER SCHOOL,ERIE,Western,0,2011
CHARTER SCHOOL,ERIE,Western,12,2011
CHARTER SCHOOL,ERIE,Western,0,2011
CHARTER SCHOOL,ERIE,Western,0,2011
CHARTER SCHOOL,ERIE,Western,0,2011
CHARTER SCHOOL,ERIE,Western,0,2011
CHARTER SCHOOL,ERIE,Western,0,2011
SCHOOL DISTRICT,ERIE,Western,37,2011
SCHOOL DISTRICT,ERIE,Western,20,2011
SCHOOL DISTRICT,ERIE,Western,23,2011
SCHOOL DISTRICT,ERIE,Western,12,2011
SCHOOL DISTRICT,ERIE,Western,10,2011
SCHOOL DISTRICT,ERIE,Western,12,2011
SCHOOL DISTRICT,ERIE,Western,6,2011
SCHOOL DISTRICT,ERIE,Western,10,2011
SCHOOL DISTRICT,ERIE,Western,7,2011
SCHOOL DISTRICT,ERIE,Western,22,2011
SCHOOL DISTRICT,ERIE,Western,9,2011
SCHOOL DISTRICT,ERIE,Western,11,2011
SCHOOL DISTRICT,ERIE,Western,7,2011
CHARTER SCHOOL,ERIE,Western,0,2011
SCHOOL DISTRICT,ERIE,Western,16,2011
SCHOOL DISTRICT,ERIE,Western,0,2011
SCHOOL DISTRICT,ERIE,Western,21,2011
SCHOOL DISTRICT,ERIE,Western,19,2011
SCHOOL DISTRICT,ERIE,Western,131,2011
CHARTER SCHOOL,ERIE,Western,0,2011
SCHOOL DISTRICT,ERIE,Western,66,2011
SCHOOL DISTRICT,ESSEX,North Country,0,2011
SCHOOL DISTRICT,ESSEX,North Country,6,2011
SCHOOL DISTRICT,ESSEX,North Country,0,2011
SCHOOL DISTRICT,ESSEX,North Country,0,2011
SCHOOL DISTRICT,ESSEX,North Country,7,2011
SCHOOL DISTRICT,ESSEX,North Country,0,2011
SCHOOL DISTRICT,FRANKLIN,North Country,20,2011
SCHOOL DISTRICT,FRANKLIN,North Country,5,2011
SCHOOL DISTRICT,FRANKLIN,North Country,54,2011
SCHOOL DISTRICT,FRANKLIN,North Country,22,2011
SCHOOL DISTRICT,FRANKLIN,North Country,10,2011
SCHOOL DISTRICT,FULTON,Mohawk,0,2011
SCHOOL DISTRICT,FULTON,Mohawk,82,2011
SCHOOL DISTRICT,FULTON,Mohawk,49,2011
SCHOOL DISTRICT,FULTON,Mohawk,33,2011
SCHOOL DISTRICT,FULTON,Mohawk,0,2011
SCHOOL DISTRICT,FULTON,Mohawk,0,2011
SCHOOL DISTRICT,FULTON,Mohawk,20,2011
SCHOOL DISTRICT,GENESEE,Finger Lakes,31,2011
SCHOOL DISTRICT,GENESEE,Finger Lakes,11,2011
SCHOOL DISTRICT,GENESEE,Finger Lakes,8,2011
SCHOOL DISTRICT,GENESEE,Finger Lakes,11,2011
SCHOOL DISTRICT,GENESEE,Finger Lakes,8,2011
SCHOOL DISTRICT,GENESEE,Finger Lakes,0,2011
SCHOOL DISTRICT,GREENE,Capital,32,2011
SCHOOL DISTRICT,GREENE,Capital,108,2011
SCHOOL DISTRICT,GREENE,Capital,15,2011
SCHOOL DISTRICT,GREENE,Capital,5,2011
SCHOOL DISTRICT,GREENE,Capital,6,2011
SCHOOL DISTRICT,GREENE,Capital,11,2011
SCHOOL DISTRICT,HAMILTON,North Country,0,2011
SCHOOL DISTRICT,HAMILTON,North Country,0,2011
SCHOOL DISTRICT,HAMILTON,North Country,0,2011
SCHOOL DISTRICT,HAMILTON,North Country,0,2011
SCHOOL DISTRICT,HAMILTON,North Country,0,2011
SCHOOL DISTRICT,HAMILTON,North Country,0,2011
SCHOOL DISTRICT,HAMILTON,North Country,0,2011
SCHOOL DISTRICT,HERKIMER,Mohawk,0,2011
SCHOOL DISTRICT,HERKIMER,Mohawk,0,2011
SCHOOL DISTRICT,HERKIMER,Mohawk,5,2011
SCHOOL DISTRICT,HERKIMER,Mohawk,8,2011
SCHOOL DISTRICT,HERKIMER,Mohawk,27,2011
SCHOOL DISTRICT,HERKIMER,Mohawk,0,2011
SCHOOL DISTRICT,HERKIMER,Mohawk,0,2011
SCHOOL DISTRICT,JEFFERSON,North Country,30,2011
SCHOOL DISTRICT,JEFFERSON,North Country,21,2011
SCHOOL DISTRICT,JEFFERSON,North Country,28,2011
SCHOOL DISTRICT,JEFFERSON,North Country,8,2011
SCHOOL DISTRICT,JEFFERSON,North Country,12,2011
SCHOOL DISTRICT,JEFFERSON,North Country,0,2011
SCHOOL DISTRICT,JEFFERSON,North Country,13,2011
SCHOOL DISTRICT,JEFFERSON,North Country,21,2011
SCHOOL DISTRICT,JEFFERSON,North Country,86,2011
SCHOOL DISTRICT,LEWIS,North Country,21,2011
SCHOOL DISTRICT,LEWIS,North Country,0,2011
SCHOOL DISTRICT,LEWIS,North Country,30,2011
SCHOOL DISTRICT,LIVINGSTON,Finger Lakes,7,2011
SCHOOL DISTRICT,LIVINGSTON,Finger Lakes,13,2011
SCHOOL DISTRICT,LIVINGSTON,Finger Lakes,35,2011
SCHOOL DISTRICT,LIVINGSTON,Finger Lakes,8,2011
SCHOOL DISTRICT,LIVINGSTON,Finger Lakes,29,2011
SCHOOL DISTRICT,LIVINGSTON,Finger Lakes,23,2011
SCHOOL DISTRICT,MADISON,Central,0,2011
SCHOOL DISTRICT,MADISON,Central,11,2011
SCHOOL DISTRICT,MADISON,Central,8,2011
SCHOOL DISTRICT,MADISON,Central,7,2011
SCHOOL DISTRICT,MADISON,Central,18,2011
SCHOOL DISTRICT,MADISON,Central,26,2011
SCHOOL DISTRICT,MADISON,Central,14,2011
SCHOOL DISTRICT,MADISON,Central,19,2011
SCHOOL DISTRICT,MONROE,Finger Lakes,12,2011
SCHOOL DISTRICT,MONROE,Finger Lakes,76,2011
SCHOOL DISTRICT,MONROE,Finger Lakes,232,2011
SCHOOL DISTRICT,MONROE,Finger Lakes,44,2011
CHARTER SCHOOL,MONROE,Finger Lakes,0,2011
SCHOOL DISTRICT,MONROE,Finger Lakes,24,2011
SCHOOL DISTRICT,MONROE,Finger Lakes,24,2011
SCHOOL DISTRICT,MONROE,Finger Lakes,24,2011
SCHOOL DISTRICT,MONROE,Finger Lakes,25,2011
SCHOOL DISTRICT,MONROE,Finger Lakes,10,2011
SCHOOL DISTRICT,MONROE,Finger Lakes,40,2011
SCHOOL DISTRICT,MONROE,Finger Lakes,26,2011
SCHOOL DISTRICT,MONROE,Finger Lakes,13,2011
SCHOOL DISTRICT,MONROE,Finger Lakes,1685,2011
CHARTER SCHOOL,MONROE,Finger Lakes,0,2011
CHARTER SCHOOL,MONROE,Finger Lakes,0,2011
CHARTER SCHOOL,MONROE,Finger Lakes,0,2011
CHARTER SCHOOL,MONROE,Finger Lakes,0,2011
CHARTER SCHOOL,MONROE,Finger Lakes,0,2011
CHARTER SCHOOL,MONROE,Finger Lakes,0,2011
CHARTER SCHOOL,MONROE,Finger Lakes,0,2011
SCHOOL DISTRICT,MONROE,Finger Lakes,41,2011
SCHOOL DISTRICT,MONROE,Finger Lakes,79,2011
SCHOOL DISTRICT,MONROE,Finger Lakes,47,2011
SCHOOL DISTRICT,MONROE,Finger Lakes,13,2011
SCHOOL DISTRICT,MONTGOMERY,Mohawk,120,2011
SCHOOL DISTRICT,MONTGOMERY,Mohawk,10,2011
SCHOOL DISTRICT,MONTGOMERY,Mohawk,50,2011
SCHOOL DISTRICT,MONTGOMERY,Mohawk,21,2011
SCHOOL DISTRICT,MONTGOMERY,Mohawk,12,2011
SCHOOL DISTRICT,NASSAU,Long Island,9,2011
SCHOOL DISTRICT,NASSAU,Long Island,180,2011
CHARTER SCHOOL,NASSAU,Long Island,0,2011
SCHOOL DISTRICT,NASSAU,Long Island,331,2011
SCHOOL DISTRICT,NASSAU,Long Island,24,2011
SCHOOL DISTRICT,NASSAU,Long Island,5,2011
SCHOOL DISTRICT,NASSAU,Long Island,30,2011
SCHOOL DISTRICT,NASSAU,Long Island,0,2011
SCHOOL DISTRICT,NASSAU,Long Island,0,2011
SCHOOL DISTRICT,NASSAU,Long Island,16,2011
CHARTER SCHOOL,NASSAU,Long Island,0,2011
SCHOOL DISTRICT,NASSAU,Long Island,111,2011
